Event ID,Event Date,Brief Description,What happened,Event Location,Latitude,Longitude,NZ Region,Where Happened,Sector,Number of Injured Persons,Vessel Type,Safety System,Country Flag,Gross Tonnage,Length Overall,Year of Build
EVT-2312,8/11/2020,A boat entered an active racecourse which had jet skis racing at high speeds. The jet boats had to take evasive action to avoid the vessel. The situation lasted about 20min before the vessel turned around and exited the race course.,Near miss/close quarters, adjacent to Grantham St Bridge ,-37.790941,175.290016,Waikato,River,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,NULL,12.5,2008
EVT-2324,8/11/2020,"The bridge rudder angle indicator was not responding and the readings were inaccurate. Engines were put to stop and tugs in escort were called in for assistance. After a re-check the vessel continued to proceed, likely cause was a mechanical failure.",Steering gear failure,"Marsden Point, Bouy #07",-35.80197,174.422051,Northland,In harbour,International Commercial,0,Bulk carrier,ISM,Singapore,20928,179.9,2013
EVT-2309,9/11/2020,"Main engine shut down twice due to problems with high oil mist concentration. With permission, the anchor was dropped to investigate the main engine. No problems were seen so the vessel proceeded and it was thought to be malfunction of equipment. ",Propulsion failure,Tauranga harbour,-37.61916667,176.1719444,Bay of Plenty,In harbour,International Commercial,0,Cargo ship,ISM,Antigua and Barbuda,6351,132.2,2010
EVT-2313,9/11/2020,"Vessel Gyro was defective due to unknown causes, the Cargo hold number 5 forward stanchion ladder was broken during loading in overseas port.",Equipment failure,Port Taranaki,-39.055119,174.034976,Taranaki,In harbour,International Commercial,0,Bulk carrier,ISM,Singapore,22402,179.9,2009
EVT-2325,9/11/2020,"The master reported that the gyro was not working, and one steering pump was operating very slowly which does not meet the SOLAS requirements. ",Steering gear failure,Napier Pilotage Area,-39.472314,176.911746,Hawke's Bay,In harbour,International Commercial,0,Livestock carrier,ISM,Liberia,11672,132.6,2005
EVT-2332,10/11/2020,"A trawler passed behind another vessel, becoming tangled in their fishing gear. They continued with the gear tangled for about twenty minutes and did not acknowledge they were aware of the situation.",Contact,Tasman Bay,-41.08333333,173.1166667,Tasman,Inshore,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,12.14,1959
EVT-2332,10/11/2020,"A trawler passed behind another vessel, becoming tangled in their fishing gear. They continued with the gear tangled for about twenty minutes and did not acknowledge they were aware of the situation.",Contact,Tasman Bay,-41.08333333,173.1166667,Tasman,Inshore,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,12.65,1975
EVT-2346,11/11/2020,Crew member knocked unconscious after being struck by boom while executing jibe. Crew members contacted police for help ASAP. The crew member was transferred to the police boat and taken to hospital. ,Medical Event,Auckland Harbour,-36.82055379,174.8321342,Auckland,Inshore,Recreational,1,Power Boat,Pleasure - No System,New Zealand,NULL,15.85,NULL
EVT-2328,12/11/2020,Pilot ladder not up to standards - On departure the vessel presented a combination ladder with the platform only approx. 3m above the waterline. ,Pilot Ladder Standards,Lyttelton Port,-43.606938,172.718452,Canterbury,At berth,International Commercial,0,Container ship,ISM,Singapore,42609,269,2010
EVT-2330,12/11/2020,When skipper went to start the port engine the starter engine did not work. They drove back to berth on starboard engine. The mechanic assessed and it needs to be reconditioned (new brushes). ,Propulsion failure,"Gulf Harbour Marina, Auckland",-36.61740533,174.7898217,Auckland,Marina/boat ramp,Domestic Commercial,0,Charter fishing vessel,MOSS,New Zealand,NULL,9.4,2006
EVT-2338,12/11/2020,"Vessel hit rock, no injuries were sustained. Vessel damaged crash bulkhead with no danger of sinking. Temporary repairs were made to get the vessel back to a better area to receive help. ",Grounding,Two Thumb bay fiordland ,-44.957918,167.189109,Southland,Inshore,Domestic Commercial,0,Line fishing vessel,MOSS,New Zealand,NULL,17.78,1978
EVT-2334,13/11/2020,"Vessel exploded when passengers turned on the BBQ, igniting leaked fuel. Passengers uninjured and taken to shore by another vessel. The boat was destroyed with some petrol leaking into the water.",Explosion,Hen and Chicken Islands - Hauraki Gulf,-36.017166,174.856178,Auckland,Inshore,Domestic Commercial,0,Set netting vessel,SOP,New Zealand,NULL,5.7,NULL
EVT-2337,13/11/2020,A wave hit the boat smashing the front windscreen and a large amount of water entered the vessel.,Extreme vessel movement,Waimakarriri river bar,-43.240617,171.965942,Canterbury,River,Domestic Commercial,0,Patrol boat,MOSS,New Zealand,NULL,8.76,2019
EVT-2344,13/11/2020,"Passenger lost their footing and slipped while entering their cabin, sustaining a grazed nose and bruises to their lower shin. First aid was administered. ",Injury,"Akaroa Wharf, Akaroa Harbour",-43.807519,172.957832,Canterbury,In harbour,Domestic Commercial,1,Passenger Ferry,MOSS,New Zealand,NULL,17.35,1993
EVT-2335,14/11/2020,"A crew member was helping guide the line onto the drum and signalled to the winch to be slowed, but the signal was interpreted incorrectly, pulling the line in, causing the crew member holding the line to incur injuries to the face, chest and hands.",Injury,"Primeport Container Terminal, Timaru",-44.3886,171.2571,Canterbury,At berth,International Commercial,1,Container ship,ISM,Singapore,73899,286.45,2008
EVT-2342,14/11/2020,"A large group of passengers were intoxicated. Skipper gave a safety briefing and stopped many times to reiterate. People threw one member overboard, vessel stopped. After the person swim to shore, the vessel carried on and contacted the police.",Person Overboard,"Paihia, Russell ",-35.28030953,174.0934539,Northland,In harbour,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,NULL,15.95,2011
EVT-2343,14/11/2020,"When retuning to Picton, two passengers from a charter group jumped overboard. They had been told no, after asking the skipper numerous times. They disobeyed clear instructions and jumped. Both individuals were talked too after vessel safely berthed.",Person Overboard,"Picton Marina, Picton Harbour",-41.287877,174.008629,Marlborough,In harbour,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,116,21.2,1996
EVT-2339,15/11/2020,Vessel rescued kayakers following the capsize of their kayak. Vessel managed to return the individuals and the kayak back to shore.,Capsize,"Holdens Bay, Rotorua",-38.11267966,176.3046026,Bay of Plenty,Lake,Recreational,0,Other Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2347,15/11/2020,The engine room fire alarm activated when the vessel was returning to berth after completing a swing of the compass. The chief engineer investigated and found steam entering the engine room. The main engine was shut down as soon as vessel anchored.,Equipment failure,Wellington harbour,-41.29388889,174.7913889,Wellington,In harbour,Domestic Commercial,0,Research vessel,MOSS,New Zealand,236,28,1981
EVT-2409,15/11/2020,Person found after missing from their empty dinghy,Person Overboard,"Kaiaua, Firth of Thames",-37.07335,175.30185,Waikato,Inshore,Recreational,0,Dinghy,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2349,16/11/2020,"Kayak capsized after going down a rapid at speed, and passenger hit a rock with their lower right thigh above the knee. They were carried out and transported to hospital by helicopter.",Person Overboard,Waitara River,-39.114181,174.355899,Taranaki,River,Domestic Commercial,1,Sit-on-top Kayak,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-2357,16/11/2020,Outbound vessel did not exit the channel as instructed and at the same time the inbound vessel did not maintain its position after weighing anchor. The inbound vessel proceeded towards the main channel resulting in a close quarter situation.,Near miss/close quarters, Marsden point,-35.830983,174.496578,Northland,In harbour,International Commercial,0,Bulk carrier,ISM,Hong Kong,19887,177,2005
EVT-2357,16/11/2020,Outbound vessel did not exit the channel as instructed and at the same time the inbound vessel did not maintain its position after weighing anchor. The inbound vessel proceeded towards the main channel resulting in a close quarter situation.,Near miss/close quarters, Marsden point,-35.830983,174.496578,Northland,In harbour,International Commercial,0,Oil Tanker,ISM,Liberia,30068,183,2007
EVT-2350,17/11/2020,"After rowing skull became swamped with water, rowing coach instructed the crew to jump out of the boat and reboard nearby rowing boats.",Flooded,Waikato river,-37.772386,175.270534,Waikato,River,Recreational,4,White Water Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2355,17/11/2020,"During berthing of the vessel a missed telegraph movement allowed the vessel to move ahead of it's berthing position. This caused the vessel to stop within 2metres, a close proximity of the vessel ahead. ",Near miss/close quarters,Queenstown,-45.03769,168.660028,Otago,Marina/boat ramp,Domestic Commercial,0,Scheduled Tourism Activity,MOSS,New Zealand,271,50.84,1912
EVT-2362,17/11/2020,Without warning or communication one vessel closed the distance between the two vessels to less than 50m. The other vessel took evasive action to avoid any chance of collision by immediately tuning to starboard and reducing their speed.,Near miss/close quarters,Auckland Harbour,-36.82444444,174.8530556,Auckland,In harbour,Domestic Commercial,0,Patrol boat,MOSS,New Zealand,NULL,139.95,2014
EVT-2362,17/11/2020,Without warning or communication one vessel closed the distance between the two vessels to less than 50m. The other vessel took evasive action to avoid any chance of collision by immediately tuning to starboard and reducing their speed.,Near miss/close quarters,Auckland Harbour,-36.82444444,174.8530556,Auckland,In harbour,Domestic Commercial,0,Patrol boat,MOSS,New Zealand,NULL,15.5,2020
EVT-2340,18/11/2020,"While performing lashing on cargo hold no. 1, a crewmember lost balance and fell into the water. The crewmember reboarded and reported pain to their right shoulder. ",Person Overboard,Port of Tauranga,-37.659058,176.180442,Bay of Plenty,At berth,International Commercial,1,Bulk carrier,ISM,Marshall Islands,23494,180,2010
EVT-2345,18/11/2020,Jet boat collision with kayak. The kayaker was flown to hospital.,Collision,"Pipiriki, Whanganui river",-39.307491,175.000551,Manawatu-Wanganui,River,Recreational,1,Jetboat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-2345,18/11/2020,Jet boat collision with kayak. The kayaker was flown to hospital.,Collision,"Pipiriki, Whanganui river",-39.307491,175.000551,Manawatu-Wanganui,River,Recreational,1,Other Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2353,18/11/2020,Pilot ladder not up to standards. Combination pilot ladder with trap door was non compliant as per requirements ,Pilot Ladder Standards,Napier Port,-39.471178,176.918548,Hawke's Bay,At berth,International Commercial,0,Container ship,ISM,Liberia,40855,228,2013
EVT-2410,18/11/2020,A yacht with one passenger on board was drifting out to sea with a broken engine and not able to use the sails. RCCNZ tasked helicopter and managed to winch them off the vessel and took them back to safety. ,Person Overboard,Whangerei,-35.76864,174.34846,Northland,Inshore,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2348,21/11/2020,"A child fell from the vessel, and their father leapt into the water to recover them. They were both swept away by tide, and rescued by passing vessels. The two were taken to hospital.",Person Overboard,"Cornwallis, West Auckland Beach ",-37.014434,174.628962,Auckland,Inshore,Recreational,1,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2351,21/11/2020,"While stevedores were loading cargo on deck, the ship's stanchion fell onto the wharf. Ship's staff investigated the area and found the ship's stanchion locking pin was bent. No one was injured.",Lifting/Cargo gear failure,Tauranga Port,-37.661674,176.175721,Bay of Plenty,At berth,International Commercial,0,Bulk carrier,ISM,Singapore,23670,182.5,2012
EVT-2352,21/11/2020,"Alarm was heard then smoke was noticed from the cabin. Motors were shut off, then turned off power at batteries. The auto extinguisher in forward cabin activated putting out the fire. Once safe,  power was on and returned to shore. ",Fire,Pourerere Beach CHB ,-40.098592,176.88298,Hawke's Bay,Inshore,Domestic Commercial,0,Cray/Rock Lobster vessel,MOSS,New Zealand,NULL,9.44,2019
EVT-2354,21/11/2020,Pilot ladder not up to standards. No chocks above and below rubber steps. Certificate for ladder had expired and ladder was over 4 years old.,Pilot Ladder Standards,Wellington Harbour,-41.277497,174.792079,Wellington,At berth,International Commercial,0,Bulk carrier,ISM,Panama,17027,169.37,2012
EVT-2375,21/11/2020,"A vessel entered the lake at 25 km/hr creating a substantial bow wave. Wake rocked the reporter's boat, causing a foot injury to one passenger.",Injury,Lake Okareka,-38.17052,176.36038,Bay of Plenty,Lake,Recreational,1,Power Boat,Pleasure - No System,New Zealand,NULL,6,NULL
EVT-2358,22/11/2020,An 8 Person Rowing Skiff became swamped. Occupants disembarked into other vessels and skiff towed back to boat ramp. ,Foundered,"Whau Creek, Upper Waitemata Harbour ",-36.821343,174.729617,Auckland,In harbour,Recreational,0,Rowing boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2360,22/11/2020,Deckhand fell into the water and immediately swam under the wharf and climbed up the ladder. No injuries. ,Person Overboard,Days Bay Wharf,-41.280666,174.905528,Wellington,Marina/boat ramp,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,NULL,16.5,2005
EVT-2361,22/11/2020,"Kayakers fishing line got tangled with a vessel, the line snapped. The kayaker capsized and the vessel assisted in getting them back to shore safely. ",Capsize,North end Takapuna Beach ,-36.787804,174.791411,Auckland,Inshore,Recreational,0,Sea Kayak,Pleasure - No System,New Zealand,NULL,3.6,NULL
EVT-2364,22/11/2020,Vessel dragged anchor and was washed onto beach.,Dragged anchor,"SE Bay Tuhua, Mayor Island",-37.313928,176.245059,Bay of Plenty,Inshore,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,10.4,1950
EVT-2408,22/11/2020,Two missing boaties were spotted after lighting a fire on the beach as their small boat broke down due to fuel problems. ,Person Overboard,"Taranga Island, Hen and Chicken Islands",-35.95416,174.70985,Northland,Inshore,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2359,23/11/2020,"While conducting man overboard training, vessel lurched and two people lost balance, falling to the vessel deck.",Injury,Auckland Harbour,-36.833899,174.774733,Auckland,In harbour,Domestic Commercial,2,Patrol boat,MOSS,New Zealand,NULL,8.5,2007
EVT-2363,24/11/2020,Engine was blown by air and tested on fuel oil while moving ahead - in that time no alarm was raised. The raised ME injection quantity piston then failed. Controls were changed to ECR and engine again started. When re-checked no failure found.,Propulsion failure,Tauranga,-37.659194,176.176322,Bay of Plenty,At berth,International Commercial,0,Bulk carrier,ISM,Hong Kong,24785,179.99,2016
EVT-2368,24/11/2020,"The tug boat was leaving the channel, and changed their course which was then onto the same course as another vessel. The skipper made evasive action to avoid a collision. ",Near miss/close quarters,Lyttelton - Eastern side ,-43.605281,172.717901,Canterbury,In harbour,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,12,2001
EVT-2368,24/11/2020,"The tug boat was leaving the channel, and changed their course which was then onto the same course as another vessel. The skipper made evasive action to avoid a collision. ",Near miss/close quarters,Lyttelton - Eastern side ,-43.605281,172.717901,Canterbury,In harbour,Domestic Commercial,0,Tugboat,MOSS,New Zealand,290,25.2,2019
EVT-2366,25/11/2020,"Pilot ladder not up to standards. The ladders had long tails and knots at the end of the man ropes, some of the steps were loose.",Pilot Ladder Standards,Wellington Harbour,-41.275987,174.792293,Wellington,In harbour,International Commercial,0,Bulk carrier,ISM,Panama,21500,179.97,2019
EVT-2367,25/11/2020,"The crew were at stations preparing the vessel's ramp for berthing. The safety snap hooks were removed and made ready for lowering the ramp, when lifting and lowering STB chain, it parted causing the STB side of the ramp to drop into the water.",Equipment failure,"Tamaki river, Auckland",-36.906367,174.862296,Auckland,River,Domestic Commercial,0,Passenger/Vehicle Ferry,MOSS,New Zealand,281,37.85,1966
EVT-2370,25/11/2020,The tripping line was not secured to the bottom on the ladder.,Pilot Ladder Standards,Napier,-39.473071,176.918753,Hawke's Bay,In harbour,International Commercial,0,Bulk carrier,ISM,Thailand,22402,179.9,2009
EVT-2371,25/11/2020,Pilot ladder not up to standards. Combination was less than 5m above sea level.  Vessel was turned to reduce sea & ladder raised enough for safe access. ,Pilot Ladder Standards,Lyttelton Port,-43.606474,172.723124,Canterbury,In harbour,International Commercial,0,Container ship,ISM,Singapore,41678,266,2013
EVT-2369,26/11/2020,Vessel was located aground on rocks with two passengers on board. Both were rescued by the use of a helicopter and a coastguard vessel. ,Grounding,"Port Charles, Coromandel",-36.526837,175.466197,Waikato,Inshore,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,6.8,NULL
EVT-2380,26/11/2020,"During training, the driver entered into a wave bow-first resulting in the crewperson taking the force of the impact. Crewperson dislocated their shoulder as a result of impact. ",Injury,"Taylors Mistake Beach, Christchurch",-43.58308,172.77736,Canterbury,Inshore,Domestic Commercial,1,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-2373,27/11/2020,Deckhand dislocated left shoulder attempting to secure the stern line while berthing.,Injury,Picton Marina,-41.28888,174.00933,Marlborough,Marina/boat ramp,Domestic Commercial,1,Passenger Ferry,MOSS,New Zealand,NULL,14.7,1999
EVT-2411,27/11/2020,Three people were missing after falling from the raft. All rescued by police helicopter.,Person Overboard,Kawarau river,-45.0143,168.93392,Otago,River,Recreational,0,Raft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2374,28/11/2020,Passenger experienced a medical event on board the vessel. A helicopter was called to transfer the patient to the hospital. ,Medical Event,"Te Pukatea Bay,Torrent Bay, Abel Tasman ",-40.946886,173.058121,Tasman,At berth,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,NULL,7.49,2006
EVT-2382,28/11/2020,Two jet skis collided. No body was hurt. One jet ski suffered top deck cracks.,Collision,"Manawatu River, Foxton Beach ",-40.47175,175.22807,Manawatu-Wanganui,River,Domestic Commercial,0,Personal Water Craft,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-2377,30/11/2020,Pilot ladder not up to standards. The side ropes were cut and crimped above the bottom step.,Pilot Ladder Standards,Napier Port,-39.471827,176.914271,Hawke's Bay,In harbour,International Commercial,0,Container ship,ISM,Marshall Islands,54592,294.1,2004
EVT-2378,30/11/2020,"While proceeding into harbour, there was an audible alarm on the bridge and engine room indicating that No 1 & 2 steering pumps were overloaded. Berthing was aborted. Hydraulic control valve block on steering gear pump no.2 was the cause.",Steering gear failure,Picton Harbour,-41.278,174.011,Marlborough,In harbour,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,17816,183.5,1998
EVT-2381,30/11/2020,"While canoeing, the canoe had a near miss with another vessel. The other vessel allegedly cut across the bow.",Near miss/close quarters,Opua,-35.3082,174.11742,Northland,Inshore,Domestic Commercial,0,Canadian Canoe,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2381,30/11/2020,"While canoeing, the canoe had a near miss with another vessel. The other vessel allegedly cut across the bow.",Near miss/close quarters,Opua,-35.3082,174.11742,Northland,Inshore,Domestic Commercial,0,Naval vessel,Military,New Zealand,570,55,2009
EVT-2376,1/12/2020,"A rope was wrapped around the propeller causing a loss in steering. The boast was positioned bow onto the beach, while trying to find a solution to get this off.  Coastguard were contacted for support.",Propeller entangled,Pegasus Bay Leithfield,-43.21009,172.76275,Canterbury,Inshore,Domestic Commercial,0,Fishing Dredger,MOSS,New Zealand,NULL,13,2006
EVT-2379,1/12/2020,"Stevedores observed some metal pieces falling down from jib end area while Cargo operations were in progress. Crane was stopped immediately, while it was investigated. A bearing of one of the luffing wire sheaves on jib end had failed.",Lifting/Cargo gear failure,Port of Auckland,-36.840658,174.782239,Auckland,At berth,International Commercial,0,Container ship,ISM,Singapore,25483,199,2013
EVT-2385,2/12/2020,"Vessel grounded after skipper fell asleep. The vessel was put into astern, and they waited for the tide to rise before they started moving again. No damage occurred. ",Grounding,Chatham Islands,-43.93972222,-176.5371667,Chatham Islands,Inshore,Domestic Commercial,0,Line fishing vessel,MOSS,New Zealand,NULL,20.7,1998
EVT-2386,2/12/2020,Vessel dragged mooring in strong winds and ran aground on local beach. No damage to vessel and remained ashore bow first for a period of approximately 10 minutes. Vessel was towed off and removed from the bay by trailer and inspected. ,Dragged anchor,Queenstown Bay ,-45.03413,168.66156,Otago,Lake,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,11.3,2000
EVT-2394,2/12/2020,The skipper felt a thud from underneath the vessel. When heading into the bay and the vessel started shuddering quite violently. A diver found damage to the hull and rope wrapped around the prop and rudder which was cut away.,Propeller entangled,Doubtless Bay,-34.922385,173.453855,Northland,Inshore,Domestic Commercial,0,Line fishing vessel,MOSS,New Zealand,14,10.1,1983
EVT-2405,2/12/2020,While in a lake with choppy waves a participant fell off vessel awkwardly head first into the water.,Injury,Lake Karapiro Zone 11,-37.96765,175.65713,Waikato,Lake,Domestic Commercial,1,Scheduled Tourism Activity,MOSS,New Zealand,NULL,6.2,2007
EVT-2392,3/12/2020,Minor incident during the starting of a yacht race where two yachts rigging got entangled. No significant damage or injuries. One yacht retired with suspect rigging damage. Second yacht carried on racing with minor damage to the paint on the boom. ,Propeller entangled,Queen Charlotte Sound ,-41.08206,174.33164,Marlborough,Inshore,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2400,3/12/2020,"Skipper adjusting harvest gear, crew was told not to turn hydraulics on. Crew turned hydraulics on. On/Off valve was off. Nothing was activated because correct safety procedures had been followed. ",Cargo shift,Pukenui Wharf ,-34.83351,173.13154,Northland,At berth,Domestic Commercial,0,Aquaculture vessel,MOSS,New Zealand,NULL,17.2,1995
EVT-2384,4/12/2020,Vessel hit a submerged rock and lost drive to the stern leg. The motor was still running. Upon raising the stern leg there was damage to one of the propellers and a mark on the bottom of the stern leg. Vessel was towed back to shore.,Grounding,"South East corner Kawhitu (Stanley) Island, Whitianga",-36.64841,175.89117,Waikato,Inshore,Domestic Commercial,0,Charter fishing vessel,MOSS,New Zealand,NULL,8.5,2006
EVT-2387,4/12/2020,"After lifting starboard side galley/engine room hatch lots of smoke has poured out. Immediately engine was shut off as well as fuel, fans, and air dampers, and the emergency anchor dropped. Starter motor was the issue and mayday calls were made.",Fire,entrance  Westhaven marina ,-36.83576,174.74326,Auckland,Marina/boat ramp,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,107,17.26,1996
EVT-2390,4/12/2020,"Mayday call was received by RCCNZ. A person had swallowed water after jumping in for a swim, was unconscious with intermittent breathing.",Medical Event,"Ocean Beach, Motuihe Island ",-36.8025,174.943333,Auckland,Inshore,Recreational,1,Power Boat,Pleasure - No System,New Zealand,NULL,24,NULL
EVT-2396,4/12/2020,"The anchor rode parted due to a worn chain. The chain was retrieved, and no other problems occurred. ",Equipment failure,"Patons rock beach, Golden bay ",-40.7704,172.78791,Tasman,Inshore,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2461,4/12/2020,"Yacht ran into harbour rocks. The yacht was towed off the rocks, and the crew made it back into the Ahuriri harbour under their own power.",Grounding,"Ahuriri, Napier.",-39.48145,176.89416,Hawke's Bay,In harbour,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2389,5/12/2020,All emergency services were on standby as there were reports of leaking carbon monoxide on board. The leak turned out to be nitrogen from a pressure valve. Workers fixed the problem. ,Chemical or harmful substance spill,Port of Timaru,-44.390098,171.256093,Canterbury,At berth,International Commercial,0,Container ship,ISM,Singapore,73899,286.45,2009
EVT-2391,5/12/2020,"Pilot ladder not up to standards. A tripping line was fitted to the bottom of the ladder, or was rigged not in accordance with regulations. ",Pilot Ladder Standards,Napier Port,-39.473667,176.917636,Hawke's Bay,At berth,International Commercial,0,Bulk carrier,ISM,Hong Kong,20969,179.9,2012
EVT-2509,5/12/2020,A vessel crashed into a bridge after losing control. The vessel filled up with water and broke. Life jackets were thrown to the rowers and safety boats picked up all the crew. Retrieval of the boat commenced once all rowers were safe.,Collision,Waikato River at the Mercer Bridge,-37.2806757,175.0453675,Waikato,River,Recreational,0,Rowing boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2393,6/12/2020,"The fuel pump shaft was wobbling when main engine was running, exerting strain on the shaft bolts causing it to fail. This resulted in main engine fuel pump shaft bushing failure. ",Propulsion failure,17nm SE of Mercury Island ,-36.8925,175.92433,Waikato,Inshore,International Commercial,0,General cargo/multi-purpose ship,ISM,Cook Islands,1185,67.35,1988
EVT-2395,6/12/2020,"Tug was assisting vessel during berth and requested to come in to retrieve tow line. Whilst positioning tug, ship interaction caused the stern of the tug to move under the soft chine of the vessel. Made contact with port deck rail and top of bulwark.",Contact,Inner Waitemata Harbour - Captain Cook wharf ,-36.83381,174.76674,Auckland,In harbour,Domestic Commercial,0,Pilot vessel,MOSS,New Zealand,NULL,22.35,2000
EVT-2459,6/12/2020,Two people were rescued after being thrown from a jet ski into near Petone beach. The two people were forced to swim 1.5km to shore. They both had life jackets on. ,Person Overboard,Wellington Harbour,-41.23152,174.86623,Wellington,In harbour,Recreational,0,Personal Water Craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2460,6/12/2020, All three occupants were safe and rescued after their vessel capsized.,Capsize,"Te Horo Beach, Kapiti Coast",-40.78734,175.08135,Wellington,Inshore,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2469,6/12/2020,Fatal recreational boating accident.,Capsize,Clevedon,-36.95797,175.068682,Auckland,River,Recreational,0,Dinghy,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2388,7/12/2020,"As the cargo net was being lowered into the hold, the plywood sheet within the net caught the rungs of the escape ladder. Once released it dropped free and the net assembly impacted a contractor on the head, knocking them unconscious. ",Injury,"No. 1 Wharf, Timaru",-44.393073,171.257779,Canterbury,At berth,Domestic Commercial,1,Trawler,MOSS,New Zealand,1899,64,1992
EVT-2397,7/12/2020,Maritime Radio advised RCCNZ that two people were stuck inside a sea cave. A helicopter and rescue swimmers responded. The two people were successfully retrieved from inside the sea cave and returned to their vessel. ,Person Overboard,"Cave Bay, Poor Knights. ",-35.47153,174.73514,Northland,Marina/boat ramp,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,23,2003
EVT-2401,7/12/2020,"Failure of the shackle moussing wire, caused the shackle pin to loosen and release the mooring line. The vessel was free of mooring and aground. The vessel re floated and moored to alternative mooring buoy. ",Mooring line failure,"Fly Point, Half Moon Bay, Stewart Island ",-46.88982,168.13638,Southland,Inshore,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,NULL,11.95,2017
EVT-2403,7/12/2020,The pilot ladder bottom two steps were damaged and loose. ,Pilot Ladder Standards,Tauranga Wharf,-37.662116,176.181086,Bay of Plenty,In harbour,International Commercial,0,Bulk carrier,ISM,Marshall Islands,19825,175.53,2009
EVT-2404,7/12/2020,Due the swell conditions and size of trawler the pilot disembarked the trawler prior to leaving the harbour.,Extreme vessel movement,Lyttelton Harbour,-43.608416,172.719404,Canterbury,In harbour,Domestic Commercial,0,Trawler,MOSS,New Zealand,1226,45.2,1997
EVT-2462,7/12/2020,Fatal recreational boating accident.,Person Overboard,"Foxton, Manawatu river",-40.49877,175.25716,Manawatu-Wanganui,River,Recreational,0,Dinghy,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2399,9/12/2020,"A vessel was approached at by another at high speed. Evasive action was taken, and the vessel turned to avoid collision. ",Near miss/close quarters,Nelson Harbour Entrance ,-41.264206,173.263496,Nelson,In harbour,Recreational,0,Pilot vessel,MOSS,New Zealand,NULL,12.6,2005
EVT-2399,9/12/2020,"A vessel was approached at by another at high speed. Evasive action was taken, and the vessel turned to avoid collision. ",Near miss/close quarters,Nelson Harbour Entrance ,-41.264206,173.263496,Nelson,In harbour,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,8.5,NULL
EVT-2406,10/12/2020,"A vessel started to converging on another vessel, and crossed the bow with less than 20m to spare. The vessel was required to reduce power and go hard astern to avoid collision. ",Near miss/close quarters,Fergusson Wharf ,-36.84561,174.78775,Auckland,In harbour,Domestic Commercial,0,Cargo ship,MOSS,New Zealand,482,46.02,2013
EVT-2407,10/12/2020,"The spring line of the tug parted and snapped back, striking the right hand of crew member and injuring their thumb. ",Injury,Tug Jetty Northport,-35.83553,174.48989,Northland,At berth,Domestic Commercial,1,Tugboat,MOSS,New Zealand,250,24.47,2007
EVT-2413,10/12/2020,Crew member injured while pulling in the top of the grab to secure the hook.,Injury,"Pelorus Sound, Marlborough Sounds",-41.21555556,174.1458333,Marlborough,At berth,Domestic Commercial,1,Workboat,MOSS,New Zealand,NULL,7.2,2008
